"ID","Role","SystemID","timestamp"
2021,Ενδυματολόγος,2,2021-06-08 18:27:53.000
2022,Φωτισμοί – Επιμέλεια ήχου,2,2021-06-08 18:27:53.000
2023,Έναρξη παραστάσεων,2,2021-06-08 18:27:56.000
2024,Λήξη παραστάσεων,2,2021-06-08 18:27:56.000
2025,Ώρα έναρξης,2,2021-06-08 18:27:57.000
2026,Διάρκεια παράστασης,2,2021-06-08 18:27:58.000
2027,«Ο ΜΑΓΟΣ ΤΟΥ ΟΖ» κάθε ΔΕΥΤΕΡΑ 18,2,2021-06-08 18:28:17.000
2028,Επιμέλεια Μαγικών,2,2023-09-25 13:21:50.000
2029,Μετάφραση από τα ρωσικά,2,2021-06-08 18:29:04.000
2470,Σκηνοθεσία,2,2023-09-25 13:21:50.000
2030,Ερμηνεύουν οι ηθοποιοί,2,2021-06-08 18:29:08.000
2031,"Η πρώτη του επαγγελματική του εμφάνιση ήταν στο έργο του Ζ. Φεϋντώ Ράφτης Κυριών (στο ρόλο του υπηρέτη Ετιέν), το 1994. Ακολούθησαν οι θεατρικές παρασ",2,2021-06-08 18:29:09.000
2032,"Η πρώτη του επαγγελματική του εμφάνιση ήταν στο έργο του Ζ. Φεϋντώ Ράφτης Κυριών (στο ρόλο του υπηρέτη Ετιέν), το 1994. Ακολούθησαν οι θεατρικές παρασ",2,2021-06-08 19:13:33.000
2033,"Η πρώτη του επαγγελματική του εμφάνιση ήταν στο έργο του Ζ. Φεϋντώ Ράφτης Κυριών (στο ρόλο του υπηρέτη Ετιέν), το 1994. Ακολούθησαν οι θεατρικές παρασ",2,2021-06-09 14:22:27.000
2034,Ορτανσία,2,2021-06-15 14:30:05.000
2035,Υάκινθος,2,2021-06-15 14:30:05.000
2036,Άγγελος Αγγέλου,2,2021-06-15 14:30:06.000
2037,Συντονισμός Project - Σκηνοθεσία,2,2021-06-15 15:14:41.000
2038,Art Director – Μουσική – Video Designer - Φωτογραφίες,2,2021-06-15 15:14:42.000
2039,Χορογράφος,2,2021-06-15 15:14:43.000
2040,Περφόρμερ,2,2021-06-15 15:14:44.000
2041,Voice-over,2,2021-06-15 15:14:47.000
2042,Διαχείριση Project,2,2021-06-15 15:14:48.000
2043,Graphic Designer,2,2021-06-15 15:14:50.000
2044,Δημόσιες Σχέσεις – Επικοινωνία,2,2021-06-15 15:14:51.000
2045,Κείμενο - Σκηνοθεσία,2,2021-06-15 15:15:40.000
2046,Καλλιτεχνική Διεύθυνση | Παραγωγή,2,2021-06-15 15:16:24.000
2047,Διασκευή | Σκηνοθεσία | Κίνηση,2,2021-06-15 15:16:25.000
2048,Κατασκευή πιάνο,2,2021-06-15 15:16:27.000
2049,Ήχος | Φώτα,2,2021-06-15 15:16:28.000
2050,Trailer,2,2021-06-15 15:16:29.000
2051,Graphic design,2,2021-06-15 15:16:30.000
2052,Social Media,2,2021-06-15 15:16:31.000
2053,Μετάφραση,2,2023-09-25 13:21:50.000
2054,Σκηνοθεσία,2,2021-06-15 15:16:45.000
2055,Μουσική,2,2021-06-15 15:16:46.000
2056,Κίνηση,2,2021-06-15 15:16:47.000
2057,Σκηνικά,2,2021-06-15 15:16:48.000
2058,Ενδύματα,2,2021-06-15 15:16:49.000
2059,Sound Design,2,2021-06-15 15:16:49.000
2060,Βοηθός Σκηνοθέτη,2,2021-06-15 15:16:50.000
2061,Φωτογραφίες promo,2,2021-06-15 15:16:51.000
2062,Μακιγιάζ/Κομμώσεις,2,2021-06-15 15:16:52.000
2063,Στίχοι του χορικού του έρωτα,2,2021-06-15 15:16:53.000
3209,Διεύθυνση,3,2023-02-20 16:57:47.000
2064,Υπεύθυνοι Επικοινωνίας,2,2021-06-15 15:16:54.000
2065,Διεύθυνση Παραγωγής,2,2021-06-15 15:16:55.000
2066,Σκηνοθεσία-Θεατρική διασκευή,2,2021-06-15 15:18:13.000
2067,Σκηνικά Κοστούμια,2,2021-06-15 15:18:14.000
2068,Μουσική - Ενορχήστρωση - Στίχοι,2,2021-06-15 15:19:11.000
2069,Επιμέλεια - Κατασκευή σκηνικού,2,2021-06-15 15:19:11.000
2070,Χορογραφίες - Κινησιολογία,2,2021-06-15 15:19:13.000
2071,Φωτογραφίες - Video Director,2,2021-06-15 15:19:13.000
2072,Music Production,2,2021-06-15 15:19:14.000
2073,Μίξη - Mastering,2,2021-06-15 15:19:15.000
2074,Μακιγιάζ - Χτενίσματα,2,2021-06-15 15:19:16.000
2075,Β.Σκηνοθέτη,2,2021-06-15 15:19:17.000
2076,Υπεύθυνος σκηνής,2,2021-06-15 15:19:20.000
2077,Επικοινωνία - Προβολή,2,2021-06-15 15:19:21.000
2078,Ερμηνεία,2,2021-06-15 15:19:41.000
2079,Ηχητική Επιμέλεια,2,2021-06-15 15:19:42.000
2080,Ηχοληψία - Φώτα - Βίντεο,2,2021-06-15 15:19:43.000
2081,Καραγκιοζοπαίχτης,2,2021-06-15 15:20:41.000
2082,Σκηνοθεσία/Φωτιστικός σχεδιασμός,2,2021-06-15 15:21:11.000
2083,Χορογραφία/κίνηση,2,2021-06-15 15:21:13.000
2084,Γραφιστικός σχεδιασμός/επιμέλεια,2,2021-06-15 15:21:14.000
2085,Σκηνοθεσία - χορογραφίες,2,2021-07-27 15:43:42.000
2086,Μουσική επιμέλεια - πρωτότυπη μουσική και τραγούδια,2,2021-07-27 15:43:44.000
2087,Στίχοι Πρωτότυπων Τραγουδιών,2,2021-07-27 15:43:45.000
2088,Video art (βασισμένο σε ντοκουμέντα της εποχής),2,2021-07-27 15:43:46.000
2089,Φωτογράφος,2,2021-07-27 15:43:47.000
2090,Κοστούμια- Φωτογραφίες,2,2023-09-25 13:21:50.000
2091,Μουσική επένδυση,2,2023-09-25 13:21:50.000
2092,Ειδικές κατασκευές κοστουμιών,2,2021-07-27 15:49:40.000
2093,Βοηθοί σκηνοθέτες,2,2021-07-27 15:49:41.000
2094,Σκηνογραφία – Δημιουργία projection mapping,2,2021-07-27 15:49:43.000
2095,Technical mapping equipment,2,2021-07-27 15:49:44.000
2096,Καλλιτεχνικός Διευθυντής,2,2021-07-27 15:49:44.000
2097,Makeup artist,2,2021-07-27 15:49:46.000
2098,Διασκευή - Απόδοση στίχων - Σκηνοθεσία,2,2021-07-27 15:52:15.000
2099,Πρωτότυπη μουσική*,2,2021-07-27 15:52:16.000
2100,Διεύθυνση και οργάνωση παραγωγής,2,2021-07-27 15:52:22.000
2101,"Μουσική διδασκαλία, προσαρμογή και ζωντανή απόδοση μουσικών θεμάτων στο πιάνο",2,2021-07-27 15:52:23.000
2102,Φωτισμός,2,2021-07-27 15:53:10.000
2103,Video/Φωτογραφίες,2,2021-07-27 15:53:11.000
2104,Σχεδιασμός Γραφικών,2,2021-07-27 15:53:12.000
2105,Βοηθός,2,2021-07-27 15:53:13.000
2106,Απόδοση,2,2021-07-27 15:54:27.000
2107,Σκηνοθεσία- Δραματουργική επεξεργασία,2,2021-07-27 15:54:28.000
2108,Επιμέλεια προβολών video,2,2021-07-27 15:54:32.000
2109,Δραματουργική συνεργασία,2,2021-07-27 15:54:34.000
2110,Βοηθός σκηνογράφου– ενδυματολόγου,2,2021-07-27 15:54:35.000
2111,Οδηγός σκηνής,2,2021-07-27 15:54:37.000
2112,Φωτογράφιση παράστασης,2,2021-07-27 15:54:38.000
2113,Stage Sound Engineer,2,2021-07-27 15:55:19.000
2114,"Μουσική Επιμέλεια, Διδασκαλία",2,2021-07-27 15:55:34.000
2115,Προβολές,2,2021-07-27 15:55:37.000
2116,Τρέιλερ,2,2021-07-27 15:55:41.000
2118,Παίζουν με αλφαβητική σειρά οι ηθοποιοί,2,2021-07-27 15:55:43.000
2119,Υπεύθυνος Παραγωγής,2,2023-09-25 13:21:50.000
2120,Στην παράσταση παίζουν ζωντανά μουσική οι ηθοποιοί,2,2021-07-27 15:55:51.000
2121,Στην ηχογράφηση της μουσικής έπαιξαν,2,2021-07-27 15:55:52.000
2122,Γραφιστικη επιμελεια φωτογραφιων,2,2021-08-03 13:14:35.000
2123,Σκηνοθεσία trailer,2,2021-08-03 13:14:37.000
2124,Καλλιτεχνική επιμέλεια/σκηνοθεσία,2,2021-08-03 13:14:49.000
2125,Βιολί,2,2021-08-03 13:15:26.000
2126,Ακορντεόν,2,2021-08-03 13:15:27.000
2127,Πιάνο,2,2021-08-03 13:15:28.000
2128,Τύμπανα,2,2023-09-25 13:21:50.000
2129,"Σκηνοθεσία, διαμόρφωση χώρου, επιμέλεια κοστουμιών",2,2021-08-03 13:16:12.000
2130,Δραματολόγος,2,2021-08-03 13:16:15.000
2131,Photo credits,2,2021-08-03 13:16:17.000
2132,Αντιγόνη,2,2021-08-03 13:16:22.000
2133,Κρέων,2,2021-08-03 13:16:24.000
2134,Τειρεσίας - κορυφαία Χορού,2,2021-08-03 13:16:25.000
2135,Ισμήνη - Αγγελιαφόρος,2,2021-08-03 13:16:26.000
2136,Αίμων,2,2021-08-03 13:16:27.000
2137,Ευρυδίκη - κορυφαία Χορού,2,2021-08-03 13:16:29.000
2138,Φύλακας - Εξάγγελος,2,2021-08-03 13:16:30.000
2139,Χορός,2,2021-08-03 13:16:32.000
2140,Δραματουργική επεξεργασία,2,2021-08-03 13:18:27.000
2141,Σχέδιο αφίσας,2,2021-08-03 13:18:34.000
2142,Επί σκηνής,2,2021-08-03 13:18:36.000
2143,Radio spot,2,2021-08-03 13:18:41.000
2144,Στις ηχογραφήσεις της μουσικής της παράστασης συμμετείχαν επίσης οι,2,2023-09-25 13:21:50.000
2145,Δραματοποίηση κειμένου,2,2021-08-03 13:21:10.000
2146,Φώτα/ ήχος,2,2021-08-03 13:21:18.000
2147,Σκηνοθεσία Trailer/ Video edit,2,2021-08-03 13:21:21.000
2148,Προβολή video - Επικοινωνιακό υλικό,2,2021-08-03 13:21:44.000
2149,Δημόσιες Σχέσεις,2,2023-09-25 13:21:50.000
2150,Ζωγραφική,2,2023-09-25 13:21:50.000
2151,Συγγραφή – Σκηνοθεσία,2,2023-09-25 13:21:50.000
2152,Χορογραφίες – Κινησιολογία,2,2023-09-25 13:21:50.000
2153,Σύμβουλος σκηνικών,2,2023-09-25 13:21:50.000
2154,σκηνοθεσία- χορογραφίες,2,2021-08-18 10:14:44.000
2155,μουσική ενορχήστρωση,2,2021-08-18 10:14:46.000
2156,Σκηνοθεσία-σκηνικά-μουσική επιμέλεια,2,2021-08-18 10:15:09.000
2157,Ηχητικά,2,2021-08-18 10:16:41.000
2158,Φωτογραφία-βίντεο,2,2021-08-18 10:16:42.000
2159,Επιμέλεια Μακιγιάζ,2,2021-08-18 10:16:44.000
2160,Δραματουργική Επιμέλεια,2,2021-08-18 10:18:25.000
2161,ΝΕΟΣ Ακάδημος,2,2021-08-18 10:18:36.000
2162,Τηλέφωνα Επικοινωνίας,2,2021-08-18 10:18:38.000
2163,Βοηθός Σκηνογράφου/Ενδυματολόγου,2,2021-08-18 10:19:52.000
2164,Διασκευή – Σκηνοθεσία,2,2021-08-18 10:21:34.000
2165,Μουσική επιμέλεια & Πρωτότυπη,2,2021-08-18 10:21:37.000
2166,Φωτογραφίες-Art Work,2,2021-08-18 10:21:40.000
2167,Επικοινωνία - Δημοσιές Σχέσεις,2,2021-08-18 10:21:41.000
2168,Χορικά,2,2021-08-18 10:22:43.000
2169,Κουστούμια,2,2021-08-18 10:22:43.000
2170,Εμψύχωση-ερμηνεία,2,2021-08-18 10:56:05.000
2171,Κίνηση – χειρισμός φιγουρών,2,2021-08-18 10:56:06.000
2172,Κατασκευή φιγουρών και σκηνικών,2,2021-08-18 10:56:07.000
2173,Μουσική παράστασης,2,2021-08-18 10:56:43.000
2174,Οργάνωση,2,2021-08-18 10:56:44.000
2175,Υποδήματα,2,2023-09-25 13:21:50.000
2176,Εγγραφή Μουσική,2,2023-09-25 13:21:50.000
2177,Περούκες,2,2023-09-25 13:21:50.000
2178,Αφίσσα,2,2023-09-25 13:21:50.000
2179,Θεατρική Διασκευή-Σκηνοθεσία,2,2021-08-18 10:58:04.000
2180,Ενορχηστρώσεις,2,2021-08-18 10:58:08.000
2181,"Βοηθός σκηνογράφου, ενδυματολόγου",2,2021-08-18 10:58:11.000
2182,Επικοινωνία- Δημόσιες Σχέσεις,2,2021-08-18 10:58:12.000
2183,Σκηνογράφος,2,2021-08-18 10:59:03.000
2184,Κείμενο – Μουσική,2,2021-08-18 10:59:22.000
2185,Θεατρική Διασκευή – Σκηνοθεσία,2,2021-08-18 10:59:23.000
2186,ΣΚΗΝΟΓΡΑΦΙΑ-ΕΝΔΥΜΑΤΟΛΟΓΙΑ,2,2023-09-25 13:21:50.000
2187,Διασκευή και σκηνοθεσία,2,2021-08-18 11:00:10.000
2188,Με τους,2,2021-08-18 11:00:15.000
2189,Θεατρική μεταφορά,2,2021-08-18 11:00:40.000
2190,Εικαστική εγκατάσταση & Ενδυματολογική επιμέλεια,2,2021-08-18 11:00:42.000
2191,Σύνθεση μουσικής,2,2021-08-18 11:00:43.000
2192,Κείμενο-σκηνοθεσία,2,2021-08-18 11:01:49.000
2193,Κινησιολογική επιμέλεια,2,2021-08-18 11:02:10.000
2194,Κείμενο - Μουσική,2,2021-08-18 11:03:29.000
2195,Σκηνοθεσία- Διασκευή,2,2021-08-18 11:03:30.000
2196,Σκηνικά & Κοστούμια,2,2021-08-18 11:03:31.000
2197,"Διασκευή, Μετάφραση",2,2021-10-09 10:53:08.000
2198,"Σκηνοθεσία, Χορογραφία",2,2021-10-09 10:53:10.000
2199,"Σκηνικά, Κοστούμια",2,2021-10-09 10:53:10.000
2200,"Μουσική επεξεργασία, Πρωτότυπη μουσική",2,2021-10-09 10:53:11.000
2201,Βοηθός φωτιστή,2,2021-10-09 10:54:22.000
2202,Επιστημονικός σύμβουλος,2,2021-10-09 10:54:23.000
2203,Δραματολόγος παράστασης,2,2021-10-09 10:54:24.000
2204,Προετοιμασία ηθοποιών στη γερμανική προφορά και εκφορά λόγου,2,2021-10-09 10:54:25.000
2205,Απόδοση - Σκηνοθεσία,2,2021-10-09 11:04:43.000
2206,Μουσική διδασκαλία - διεύθυνση ορχήστρας,2,2021-10-09 11:04:45.000
2207,Απόδοση Ελληνικών στίχων,2,2021-10-09 11:04:46.000
2208,βοηθός σκηνοθέτη,2,2021-10-09 11:04:53.000
2209,Concept & σκηνοθεσία,2,2021-10-09 11:07:17.000
2210,Ελληνική μετάφραση και σκηνοθετική επιμέλεια,2,2021-10-09 11:07:19.000
2211,Video Art,2,2021-10-09 11:07:45.000
2212,"Σκηνικά, Κοστούμια, Δ/νση Παραγ.",2,2021-10-09 11:10:01.000
2213,Μουσική & Επιμέλεια ήχου,2,2021-10-09 11:10:03.000
2214,Βοηθοί σκηνοθέτιδος,2,2021-10-09 11:10:05.000
2215,Επιμέλεια video,2,2021-10-09 11:10:23.000
2216,Ειδικά Εφέ,2,2021-10-09 11:10:24.000
2217,Σκίτσο αφίσας,2,2021-10-09 11:10:26.000
2218,Υπεύθυνη Επικοινωνίας Cartel Τεχνοχώρου,2,2021-10-09 11:10:29.000
2219,Μετάφραση - Σκηνοθεσία,2,2021-10-09 11:12:12.000
2220,Συνεργάτις θεατρολόγος,2,2021-10-09 11:12:18.000
2221,Σύμβουλος Επικοινωνίας,2,2021-10-09 11:12:22.000
2222,Προβολή-Δημόσιες Σχέσεις,2,2021-10-09 11:12:23.000
2223,Πρωταγωνιστούν (αλφαβητικά),2,2023-09-25 13:21:50.000
2224,Διανομή,2,2021-10-09 11:15:39.000
2225,Μουσική – Video εγκατάσταση,2,2021-10-09 11:16:59.000
2226,Βοηθός σκηνοθέτης,2,2021-10-09 11:17:00.000
2227,Μετάφραση – Δραματουργική επεξεργασία,2,2021-10-09 11:18:26.000
2228,Σκηνοθεσία-Μουσική επιμέλεια,2,2021-10-09 11:19:44.000
2229,Επικοινωνία θεάτρου,2,2021-10-09 11:19:48.000
2230,Παίζουν οι ηθοποιοί με αλφαβητική σειρά,2,2021-10-09 11:20:54.000
2231,Κάθε Κυριακή; 11,2,2021-10-09 11:21:03.000
2232,"Για κρατήσεις, αλλά και για οποιαδήποτε πληροφορία, μπορείτε να επικοινωνήσετε στο τηλέφωνο 6944 310 395 ή με e-mail",2,2021-10-09 11:21:04.000
2233,Βοηθός σκηνοθέτη – Επιμέλεια κίνησης,2,2021-10-09 11:21:29.000
2234,Συγγραφή - Σκηνοθεσία,2,2023-09-25 13:21:50.000
2235,Video design,2,2023-09-25 13:21:50.000
2236,Σχεδιασμός Φωτισμού - Μουσική επιμέλεια,2,2021-10-09 11:22:23.000
2237,"Διασκευή, σκηνοθεσία, στίχοι τραγουδιών",2,2021-10-09 11:23:02.000
2238,"Διασκευή, δραματουργική επερξεργασία",2,2021-10-09 11:23:03.000
2239,"Σκηνικά, κοστούμια, video (προβολές)",2,2021-10-09 11:23:04.000
2240,"Κομμώσεις, περούκες",2,2021-10-09 11:23:07.000
2241,Πρωτότυπη μουσική σύνθεση και εκτέλεση/ προγραμματισμός synthesizer,2,2021-10-09 11:24:36.000
2242,Φωτογραφία/βίντεο,2,2021-10-09 11:24:46.000
2243,Διασκευή – σύνθεση μουσικής,2,2021-10-09 11:25:04.000
2244,Τεχνικός ήχου και φωτισμού,2,2021-10-09 11:25:06.000
2245,Επιμέλεια κίνησης/Χορογραφία,2,2021-10-09 11:25:46.000
2246,Σύλληψη ιδέας – Δραματουργία – Σκηνοθεσία,2,2021-10-09 11:26:08.000
2247,Σκηνογραφία – Ενδυματολογία,2,2021-10-09 11:26:09.000
2248,Βίντεο – Διεύθυνση φωτογραφίας,2,2021-10-09 11:26:12.000
2249,Επιστημονικός συνεργάτης,2,2021-10-09 11:26:13.000
2250,Βοηθός Σκηνοθέτιδος,2,2021-10-09 11:26:16.000
2251,Βοηθός Σκηνογράφου – Artwork,2,2021-10-09 11:26:17.000
2252,Μουσική Επιμέλεια - Σχεδιασμός Φωτισμού,2,2021-10-09 11:26:51.000
2253,Σκηνογραφία - Ενδυματολογία,2,2021-10-09 11:26:53.000
2254,Κούκλες,2,2023-09-25 13:21:50.000
2255,Φωτογραφίες & trailer,2,2021-10-09 11:28:27.000
2256,Μακιγιάζ φωτογράφησης,2,2021-10-09 11:28:27.000
2257,Χορογραφία ιαπωνικού χορού-Mudras,2,2021-10-09 11:28:52.000
2258,Απόδοση κειμένων στην Ελληνική Νοηματική Γλώσσα,2,2021-10-09 11:28:53.000
2259,Φωτογραφίες promo,2,2021-10-09 11:28:58.000
2260,Υπηρεσίες Προσβασιμότητας,2,2021-10-09 11:29:00.000
2261,Μετάφραση – θεατρική διασκευή,2,2021-10-09 11:30:03.000
2262,Μουσική- Σύνθεση,2,2021-10-09 11:30:07.000
2263,Ερμηνεία Τραγουδιού,2,2021-10-09 11:30:08.000
2264,Στίχοι Τραγουδιού,2,2021-10-09 11:30:09.000
2265,Video – Promo trailer,2,2021-10-09 11:30:12.000
2266,Σχεδιασμός Ήχων και Φώτων,2,2023-09-25 13:21:50.000
2267,"Β. σκηνοθέτη, μουσική επιμέλεια",2,2023-09-25 13:21:50.000
2268,Θεατρικό Μακιγιάζ,2,2021-10-09 11:30:15.000
2269,Video - Promo trailer,2,2021-10-09 11:30:21.000
2270,Σχεδιασμός φώτων,2,2021-10-09 11:30:22.000
2271,Σύμβουλος δραματουργίας,2,2021-10-09 11:30:56.000
2272,Σκηνικός χώρος-Κοστούμια,2,2021-10-09 11:30:58.000
2273,Σχεδιασμός αφίσας – έντυπο υλικού,2,2021-10-09 11:31:01.000
2274,Διασκευή για παιδιά – Σκηνοθεσία,2,2021-10-09 11:31:22.000
2275,Μουσική σύνθεση – Μουσική διδασκαλία – Ζωντανή εκτέλεση,2,2021-10-09 11:31:23.000
2276,Κινησιολογία – Χορογραφία,2,2021-10-09 11:31:26.000
2277,Ειδικές κατασκευές - σκηνικά αντικείμενα - καπέλα,2,2021-10-09 11:31:28.000
2278,Ζωγράφος σκηνικών,2,2021-10-09 11:31:29.000
2279,Ραφή Κοστουμιών,2,2021-10-09 11:31:31.000
2280,Φωτογραφίες – Βίντεο,2,2021-10-09 11:31:32.000
2281,Υπεύθυνος φωτισμών,2,2021-10-09 11:31:34.000
2282,Υπεύθυνοι ήχου,2,2021-10-09 11:31:35.000
2283,Βοηθός οργάνωσης παραγωγής,2,2021-10-09 11:31:38.000
2284,Διεύθυνση - Οργάνωση παραγωγής,2,2021-10-09 11:31:39.000
2285,Υπεύθυνη δημοσίων σχέσεων,2,2021-10-09 11:31:40.000
2286,Ζωντανή Μουσική,2,2021-10-09 11:31:58.000
2287,Θίασος ηθοποιών,2,2021-10-09 11:32:31.000
2288,Μουσική παραγωγή,2,2021-10-09 11:32:41.000
2289,Φωτογραφία - βίντεο - προβολές,2,2021-10-09 11:32:43.000
2290,Μάσκες - ειδικά εφέ,2,2021-10-09 11:32:44.000
2291,Διασκευή / Σκηνοθεσία,2,2021-10-09 11:33:03.000
2292,Σκηνικά / Κοστούμια,2,2021-10-09 11:33:04.000
2293,Ψυχολόγος / Δραματουργός,2,2021-10-09 11:33:07.000
2295,Τεχνική υποστήριξη,2,2021-10-09 11:34:37.000
2296,Γραφιστική επιμέλεια αφίσας,2,2021-10-09 11:34:39.000
2297,Eπικοινωνία - Δημόσιες σχέσεις,2,2021-10-09 11:36:01.000
2298,Σκηνοθεσία - Σκηνικά - Κοστούμια,2,2023-09-25 13:21:50.000
2299,Επεξεργασία κειμένου - ερμηνεία,2,2021-10-09 11:38:01.000
2300,Παίζουν (κατά αλφαβητική σειρά),2,2021-10-09 11:39:37.000
2301,"To Theseum Ensemble αποτελείται, επίσης, από τους",2,2021-10-09 11:39:42.000
2302,Σκηνοθεσία/Σκηνογραφία,2,2021-10-09 11:39:58.000
2303,Βίντεο - trailer,2,2021-10-09 11:40:21.000
2304,Κατασκευές,2,2021-10-09 11:41:33.000
2305,Θεατρικό κείμενο /δραματουργία,2,2021-10-09 11:44:23.000
2306,Σκηνικός Χώρος – Κοστούμια,2,2021-10-09 11:44:27.000
2307,Voice Over,2,2021-10-09 11:44:38.000
2308,Διασκευή - Στίχοι,2,2021-10-09 11:44:52.000
2309,Μάσκες,2,2021-10-09 11:44:57.000
2310,Ήχος-Φώτα,2,2021-10-09 11:45:00.000
2311,Βίντεο – Εικαστική Σύνθεση,2,2021-10-09 11:45:26.000
2312,Video Mapping – Φωτισμοί,2,2021-10-09 11:45:27.000
2313,Διασκευή – Στίχοι,2,2021-10-09 11:46:21.000
2314,"Μουσική επιμέλεια, διεύθυνση ορχήστρας",2,2021-10-09 11:47:01.000
2315,Επιμέλεια μουσικής- μουσική διδασκαλεία,2,2021-10-09 11:47:37.000
2316,Μετάφραση-απόδοση,2,2021-10-09 11:48:05.000
2317,Φωτογραφίες - Art Work,2,2021-10-09 11:48:13.000
2318,Υπεύθυνη Επικοινωνίας και Δημοσίων Σχέσεων,2,2021-10-09 11:48:14.000
2319,Κείμενο-Σκηνοθεσία-Κατασκευή Κουκλών,2,2021-10-09 11:50:23.000
2320,Σκηνικά - Κουστούμια,2,2021-10-09 11:54:57.000
2321,Ψιμυθιολόγος,2,2021-10-09 11:54:59.000
2322,Video Post Production,2,2021-10-09 11:55:01.000
2323,Σκηνοθέτης Trailer,2,2021-10-09 11:55:02.000
2324,Γραφικά & Σχεδιασμός Ηχητικών Εφέ,2,2021-10-09 11:55:03.000
2325,Σύλληψη - Δραματουργία - Σκηνοθεσία – Ερμηνεία,2,2023-09-25 13:21:50.000
2326,Σύνθεση πρωτότυπης μουσικής - Σχεδιασμός ήχου,2,2021-10-09 11:55:50.000
